variant,genre,length_mean,length_std,entropy_mean,entropy_std,unique_ratio_mean,unique_ratio_std,n_unique_mean,n_unique_std
tok=Octuple|model=CLaMP-1|vel=off|quant=off,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-1|vel=on|quant=on,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-1|vel=on|quant=on,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-1|vel=off|quant=on,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-1|vel=off|quant=on,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=on|quant=off,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=on|quant=off,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=off|quant=off,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=off|quant=off,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=on|quant=on,rock,22575.66386554622,11481.792024307266,4.637913272150758,0.15171013957926896,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=on|quant=on,jazz,18691.593220338982,11080.576965320808,4.670308688159893,0.16704498043779567,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=Octuple|model=CLaMP-2|vel=off|quant=on,rock,22575.66386554622,11481.792024307266,4.55923435140646,0.1415752392206115,0.004265068819603235,0.002603277588774289,73.8655462184874,7.803654478259918
tok=Octuple|model=CLaMP-2|vel=off|quant=on,jazz,18691.593220338982,11080.576965320808,4.561029929955953,0.19643974056408234,0.005276040058693147,0.003054166499265496,74.36440677966101,8.339654273755333
tok=MIDI-Like|model=CLaMP-1|vel=on|quant=off,rock,28891.638655462186,14610.970156382378,4.813614120957942,0.3411426121431119,0.00619594214771614,0.003948379053191466,138.0672268907563,34.167516313865335
tok=MIDI-Like|model=CLaMP-1|vel=on|quant=off,jazz,23105.47899159664,14646.471833990496,4.8993495117378565,0.3440995067680684,0.00909804342883051,0.005179947111890307,155.109243697479,37.074544676671096
tok=MIDI-Like|model=CLaMP-1|vel=off|quant=off,rock,28891.638655462186,14610.970156382378,4.529975145765371,0.25903449892090347,0.005899811700760993,0.003748641334621061,132.25210084033614,34.59774130165415
tok=MIDI-Like|model=CLaMP-1|vel=off|quant=off,jazz,23105.47899159664,14646.471833990496,4.536700193370669,0.29948381420462733,0.00858251254969714,0.0048798324924173185,146.9075630252101,37.40547218116048
